iter	MAE
181	1.107476581
182	1.105773683
183	1.105079874
184	1.103342598
185	1.102591591
186	1.099313399
187	1.098097657
188	1.097472342
189	1.093507118
190	1.093008351
191	1.091244862
192	1.090859172
193	1.0901566
194	1.086430216
195	1.086060883
196	1.08437187
197	1.084104664
198	1.08202962
199	1.077777615
200	1.076749812
201	1.075473363
202	1.07506166
203	1.074775561
204	1.074431649
205	1.07272939
206	1.072488575
207	1.072211331
208	1.071551567
209	1.071337609
210	1.071176721
211	1.070694897
212	1.069654039
213	1.06605171
214	1.065405194
215	1.065128798
216	1.06453869
217	1.061697574
218	1.06155072
219	1.060494364
220	1.058546426
221	1.057450586
222	1.053520992
223	1.053376121
224	1.049017478
225	1.046354571
226	1.045109957
227	1.04474354
228	1.041282998
229	1.040980317
230	1.04073985
231	1.04054929
232	1.039479672
233	1.037307336
234	1.036835171
235	1.034681606
236	1.034259455
237	1.031593574
238	1.029880098
239	1.02962086
240	1.029270234
241	1.027741605
242	1.025044696
243	1.023261758
244	1.021505446
245	1.020234181
246	1.017525002
247	1.017068196
248	1.015191819
249	1.013451589
250	1.011292194
251	1.00956011
252	1.009428714
253	1.006067916
254	1.003383089
255	1.001448431
256	1.001074187
257	0.9998317622
258	0.9960644986
259	0.9935978369
260	0.9932575323
261	0.993180209
262	0.9930025139
263	0.9904599524
264	0.9896243601
265	0.9893911574
266	0.9878084375
267	0.9851483423
268	0.984898538
269	0.9845466578
270	0.982717998
271	0.9812619318
272	0.9802245794
273	0.9781520349
274	0.9770471718
275	0.9741755077
276	0.9738094103
277	0.9717696845
278	0.9685195846
279	0.9681272535
280	0.9670178621
281	0.9655667045
282	0.9646663517
283	0.9622207536
284	0.9616638761
285	0.9600024175
286	0.9592289267
287	0.9576975138
288	0.9552004819
289	0.953495101
290	0.9532369307
291	0.9517565629
292	0.9505211543
293	0.9489347251
294	0.94789493
295	0.9472744091
296	0.9459078056
297	0.9452873419
298	0.9450875404
299	0.944756216
300	0.9430853048
301	0.9417857176
302	0.9410787643
303	0.9408589811
304	0.9400713111
305	0.9399042979
306	0.9392467652
307	0.939053237
308	0.9389403021
309	0.9385188289
310	0.9383307495
311	0.9373895072
312	0.9370337542
313	0.934834967
314	0.9346487299
315	0.9337081998
316	0.9330570155
317	0.9324264241
318	0.9319069761
319	0.930842339
320	0.9296022703
321	0.9295539401
322	0.9274740509
323	0.9272728512
324	0.9267607411
325	0.9259353382
326	0.9248594139
327	0.924619649
328	0.9242373436
329	0.9236613516
330	0.9223975605
331	0.9218429114
332	0.9216416929
333	0.9212689966
334	0.9195459289
335	0.9194759102
336	0.918660287
337	0.9180339091
338	0.9173173056
339	0.9161875279
340	0.9157451711
341	0.9153157859
342	0.915030723
343	0.9146424578
344	0.9137481167
345	0.9128863229
346	0.9116580822
347	0.9106819485
348	0.910424631
349	0.9103142453
350	0.9098894407
351	0.9083155927
352	0.9068443237
353	0.9066855499
354	0.9060690799
355	0.905544643
356	0.904534045
357	0.9019502345
358	0.90006082
359	0.8992016073
360	0.8984649768
361	0.8974112611
362	0.8965247027
363	0.8964290441
364	0.8960376543
365	0.895993527
366	0.8959032308
367	0.8942006079
368	0.8937757486
369	0.8924387031
370	0.8913842257
371	0.8909925016
372	0.890378184
373	0.8892498674
374	0.8888960575
375	0.8887330619
376	0.8884861018
377	0.888104429
378	0.887810126
379	0.8877576427
380	0.8874432392
381	0.88731988
382	0.8862683337
383	0.8860276136
384	0.8859785488
385	0.8847762961
386	0.8846025809
387	0.8842600822
388	0.8839853808
389	0.8836844981
390	0.8826508626
391	0.8817510992
392	0.881707604
393	0.8814731367
394	0.8804366103
395	0.879583692
396	0.8785712005
397	0.8783064704
398	0.8776345442
399	0.877445967
400	0.877067542
401	0.8766659921
402	0.874901506
403	0.8739077434
404	0.8723370642
405	0.8722610072
406	0.8720542512
407	0.8719718977
408	0.8719091839
409	0.8703045522
410	0.8702360295
411	0.8696946166
412	0.8683113507
413	0.8682711139
414	0.8674244326
415	0.8665555894
416	0.8657357433
417	0.8647511991
418	0.8638822984
419	0.8638195739
420	0.8635899247
421	0.8633139304
422	0.8630626237
423	0.8629718296
424	0.8624095211
425	0.8616903865
426	0.8616545868
427	0.8609679669
428	0.8602869669
429	0.859509038
430	0.859317289
431	0.8590231075
432	0.8587345246
433	0.8585671792
434	0.8584108473
435	0.8579129249
436	0.8577414927
437	0.8570579995
438	0.8562896246
439	0.8551787972
440	0.8550613241
441	0.8545135156
442	0.8535985291
443	0.8530552293
444	0.8521447796
445	0.8518295049
446	0.851367494
447	0.8512923815
448	0.8505435719
449	0.8497748367
450	0.8491630401
451	0.8490917334
452	0.8488386632
453	0.8484030103
454	0.8480541559
455	0.8469904164
456	0.8465311951
457	0.8461032141
458	0.8448994895
459	0.8441150744
460	0.8439454446
461	0.8439078403
462	0.843610209
463	0.8426286932
464	0.8423508047
465	0.8419514151
466	0.8409339682
467	0.8408760178
468	0.8407577424
469	0.8394317882
470	0.8386504731
471	0.8386069145
472	0.8385280359
473	0.8382158233
474	0.837466132
475	0.8366982476
476	0.8366048477
477	0.8356382135
478	0.8344708252
479	0.8343564612
480	0.8338003435
481	0.8328431989
482	0.8312521768
483	0.8310129525
484	0.8304835448
485	0.8304218369
486	0.8302466166
487	0.8299477649
488	0.8294775448
489	0.8285781609
490	0.8279159476
491	0.8270118367
492	0.8263497979
493	0.8250451482
494	0.8245284543
495	0.8244253673
496	0.8236423761
497	0.8235822056
498	0.8226637143
499	0.8216520226
